species,region,production_system,group,age_group,sex,year,ahle_component,cause,disease,mean,sd,lower95,upper95,date,exchg_rate_lcuperusdol,mean_usd,sd_usd,lower95_usd,upper95_usd
All,National,Pastoral,Neonate,Neonatal,Overall,2018,Production loss,Non-infectious,All conditions,1948459826.25516,834108578.672792,313607012.0564878,3583312640.4538326,2018-01-01,27.4293865941667,71035486.68746138,30409304.845708016,11433249.189873658,130637724.1850491
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Health cost,External,All causes,657962.3586047105,13183187.431587808,-25181085.00730739,26497009.724516813,2019-01-01,29.06975,22633.918716353273,453501.91974777245,-866229.8439892806,911497.6814219872
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Health cost,Infectious,Brucellosis,819363.9836572199,551906.955870868,-262373.6498496814,1901101.6171641212,2019-01-01,29.06975,28186.137949491134,18985.610673324267,-9025.658970224424,65397.93486920669
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Health cost,Infectious,Other diseases,13159247.172094181,16309486.537775498,-18807346.441945795,45125840.78613415,2019-01-01,29.06975,452678.37432706443,561046.6735274813,-646973.1057867989,1552329.8544409275
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Health cost,Infectious,PPR,12339883.18843696,7272913.373417656,-1915027.0234616455,26594793.400335565,2019-01-01,29.06975,424492.2363775733,250188.37015858947,-65876.96913326209,914861.4418884086
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Health cost,Non-infectious,All conditions,657962.3586047105,13183187.431587808,-25181085.00730739,26497009.724516813,2019-01-01,29.06975,22633.918716353273,453501.91974777245,-866229.8439892806,911497.6814219872
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Mortality,External,All causes,1200987948.62551,164292729.470752,878974198.8628361,1523001698.3881838,2019-01-01,29.06975,41314010.22112368,5651673.28479784,30236730.582919914,52391289.85932744
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Mortality,Infectious,Brucellosis,7591885.214932564,2533.635262300456,7586919.2898184545,7596851.140046673,2019-01-01,29.06975,261161.00809028506,87.15710531739887,260990.18016386294,261331.83601670715
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Mortality,Infectious,Other diseases,1773914000.0000877,179925248.4161345,1421260513.104464,2126567486.8957114,2019-01-01,29.06975,61022678.21360995,6189432.259174382,48891390.98562816,73153965.44159174
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Mortality,Infectious,PPR,424423096.6943597,108307.61370484647,424210813.7714982,424635379.61722124,2019-01-01,29.06975,14600163.286383947,3725.7841469172067,14592860.749455988,14607465.823311904
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Mortality,Non-infectious,All conditions,1053063097.69505,153582391.308138,752041610.7310995,1354084584.6590004,2019-01-01,29.06975,36225392.2959451,5283237.430942406,25870246.93129798,46580537.66059221
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Production loss,External,All causes,1991306258.10116,861857332.57187,302065886.2602949,3680546629.942025,2019-01-01,29.06975,68500976.37926574,29647910.029218346,10391072.721997779,126610880.0365337
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Production loss,Infectious,Brucellosis,121790091.46730568,4347019173.984706,-8398367489.542717,8641947672.47733,2019-01-01,29.06975,4189581.6602243115,149537549.30760348,-288904014.9826785,297283178.3031271
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Production loss,Infectious,Other diseases,3743612048.3327847,6331811135.172736,-8666737776.605778,16153961873.271347,2019-01-01,29.06975,128780331.73084684,217814433.73860237,-298135958.3968138,555696621.8585075
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Production loss,Infectious,PPR,146503557.47061977,4292885874.0139127,-8267552755.596648,8560559870.537889,2019-01-01,29.06975,5039725.400824561,147675362.6712962,-284403985.43491596,294483436.2365651
All,National,Pastoral,Neonate,Neonatal,Overall,2019,Production loss,Non-infectious,All conditions,2045882817.56791,875814007.606421,329287362.6593249,3762478272.476495,2019-01-01,29.06975,70378411.15138279,30128019.938472845,11327492.07197602,129429330.23078956
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Health cost,External,All causes,690860.4765349459,13842346.803167198,-26440139.257672764,27821860.210742652,2020-01-01,34.9271654040404,19780.032778011428,396320.36104383966,-757007.8748679144,796567.9404239372
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Health cost,Infectious,Brucellosis,860332.1828400809,579502.3036644114,-275492.3323421655,1996156.6980223274,2020-01-01,34.9271654040404,24632.178789423233,16591.735886971637,-7887.623549041182,57151.98112788765
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Health cost,Infectious,Other diseases,13817209.53069889,17124960.864664275,-19747713.764043093,47382132.82544087,2020-01-01,34.9271654040404,395600.65556022775,490304.91500129714,-565396.9778423148,1356598.28896277
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Health cost,Infectious,PPR,12956877.347858809,7636559.042088539,-2010778.3746347278,27924533.070352346,2020-01-01,34.9271654040404,370968.4767708045,218642.39349939162,-57570.61448800307,799507.5680296121
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Health cost,Non-infectious,All conditions,690860.4765349459,13842346.803167198,-26440139.257672764,27821860.210742652,2020-01-01,34.9271654040404,19780.032778011428,396320.36104383966,-757007.8748679144,796567.9404239372
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Mortality,External,All causes,1261037346.05629,172507365.943601,922922908.806832,1599151783.305748,2020-01-01,34.9271654040404,36104772.072640404,4939060.010969148,26424214.451140873,45785329.694139935
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Mortality,Infectious,Brucellosis,7971479.475679193,2605.132230836003,7966373.416506754,7976585.534851631,2020-01-01,34.9271654040404,228231.5035722036,74.5875653148377,228085.3119441865,228377.69520022068
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Mortality,Infectious,Other diseases,1862609699.9989429,188921510.8304914,1492323538.7711797,2232895861.226706,2020-01-01,34.9271654040404,53328395.775955945,5409013.54704945,42726729.22373903,63930062.32817287
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Mortality,Infectious,PPR,445644251.52907765,113721.71585177559,445421356.9660082,445867146.0921471,2020-01-01,34.9271654040404,12759244.741845703,3255.9675122854424,12752863.045521624,12765626.438169783
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Mortality,Non-infectious,All conditions,1105716252.57993,161261510.876336,789643691.2623115,1421788813.8975487,2020-01-01,34.9271654040404,31657772.389740508,4617079.829148722,22608295.924609013,40707248.854872
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Production loss,External,All causes,2090871571.00621,904950199.200454,317169180.5733204,3864573961.4391,2020-01-01,34.9271654040404,59863763.54390146,25909637.633970965,9080873.781318367,110646653.30648455
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Production loss,Infectious,Brucellosis,127879596.04066896,4564370132.68391,-8818285864.019796,9074045056.101133,2020-01-01,34.9271654040404,3661321.912653002,130682524.04347421,-252476425.21255648,259799069.03786245
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Production loss,Infectious,Other diseases,3930792650.749423,6648401691.931324,-9100074665.43597,16961659966.934818,2020-01-01,34.9271654040404,112542561.22069116,190350451.14660898,-260544323.0266624,485629445.46804476
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Production loss,Infectious,PPR,153828735.34414813,4507530167.714576,-8680930393.37642,8988587864.064716,2020-01-01,34.9271654040404,4404271.9632310355,129055138.47376636,-248543799.445351,257352343.3718131
All,National,Pastoral,Neonate,Neonatal,Overall,2020,Production loss,Non-infectious,All conditions,2148176958.44631,919604707.986733,345751730.7923136,3950602186.1003065,2020-01-01,34.9271654040404,61504474.62873146,26329211.012364388,9899221.044497265,113109728.21296565
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Health cost,External,All causes,725403.5003616922,14534464.14332556,-27762146.220556404,29212953.22127979,2021-01-01,43.73377831884,16586.80151239521,332339.5485604381,-634798.7136660634,667972.3166908538
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Health cost,Infectious,Brucellosis,903348.791982085,608477.418847632,-289266.94895927375,2095964.5329234437,2021-01-01,43.73377831884,20655.6311095795,13913.214047310132,-6614.268423148359,47925.530642307356
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Health cost,Infectious,FMD,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Health cost,Infectious,Other diseases,14508070.007233836,17981208.907897487,-20735099.452245235,49751239.46671291,2021-01-01,43.73377831884,331736.030247904,411151.5080358697,-474120.92550240044,1137592.9859982084
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Health cost,Infectious,PPR,13604721.215251751,8018386.994192966,-2111317.293366462,29320759.723869964,2021-01-01,43.73377831884,311080.39913832454,183345.39805216735,-48276.581043923456,670437.3793205725
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Health cost,Non-infectious,All conditions,725403.5003616922,14534464.14332556,-27762146.220556404,29212953.22127979,2021-01-01,43.73377831884,16586.80151239521,332339.5485604381,-634798.7136660634,667972.3166908538
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Mortality,External,All causes,1324089213.35864,181132734.240126,969069054.247993,1679109372.469287,2021-01-01,43.73377831884,30276122.12476592,4141712.4520909768,22158365.718667608,38393878.53086423
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Mortality,Infectious,Brucellosis,8370053.449463152,2681.7493140541847,8364797.220807606,8375309.678118698,2021-01-01,43.73377831884,191386.46993729856,61.31986343605987,191266.28300496392,191506.65686963324
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Mortality,Infectious,FMD,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Mortality,Infectious,Other diseases,1955740184.9977956,198367586.3658731,1566939715.7206843,2344540654.274907,2021-01-01,43.73377831884,44719213.847464114,4535798.048814334,35829049.671788014,53609378.023140214
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Mortality,Infectious,PPR,467926464.1055315,119406.58397577453,467692427.200939,468160501.010124,2021-01-01,43.73377831884,10699429.184785396,2730.3056942678004,10694077.78562463,10704780.583946161
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Mortality,Non-infectious,All conditions,1161002065.20905,169324586.42281,829125875.8203423,1492878254.5977576,2021-01-01,43.73377831884,26547033.204970166,3871711.8193711364,18958478.03900274,34135588.37093759
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Production loss,External,All causes,2195415149.55652,950197709.160468,333027639.60200286,4057802659.511037,2021-01-01,43.73377831884,50199530.75059972,21726860.6941087,7614883.790146676,92784177.71105276
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Production loss,Infectious,Brucellosis,134273575.84270507,4792588639.318076,-9259200157.220724,9527747308.906134,2021-01-01,43.73377831884,3070248.6957286648,109585515.44249918,-211717361.57156968,217857858.963027
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Production loss,Infectious,FMD,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Production loss,Infectious,Other diseases,4127332283.2868876,6980821776.5278425,-9555078398.707684,17809742965.28146,2021-01-01,43.73377831884,94374015.73668472,159620825.02075028,-218482801.30398583,407230832.7773553
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Production loss,Infectious,PPR,161520172.1113571,4732906676.100275,-9114976913.045181,9438017257.267895,2021-01-01,43.73377831884,3693259.039587167,108220850.29093847,-208419607.53065223,215806125.60982656
All,National,Pastoral,Neonate,Neonatal,Overall,2021,Production loss,Non-infectious,All conditions,2255585806.36862,965584943.38606,363039317.3319423,4148132295.4052973,2021-01-01,43.73377831884,51575370.18467347,22078699.360171616,8301119.43873711,94849620.93060984
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,External,All causes,646250275.935923,93155672.6621776,463665157.51805484,828835394.3537911,2017-01-01,23.8661044574125,27078163.38812705,3903262.588513672,19427768.714640252,34728558.06161385
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,All conditions,621977666.840814,91558594.5183169,442522821.5849129,801432512.0967151,2017-01-01,23.8661044574125,26061130.669678096,3836344.3301648665,18541895.782554958,33580365.55680123
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,External,All causes,3920318896.37565,1344343325.47197,1285405978.4505887,6555231814.300711,2017-01-01,23.8661044574125,164263041.05771437,56328561.197361,53859061.11088684,274667021.00454193
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Non-infectious,All conditions,4963294496.74428,1571901341.43894,1882367867.5239573,8044221125.964602,2017-01-01,23.8661044574125,207964165.4799992,65863339.54265117,78872019.97640291,337056310.9835955
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,External,All causes,984549166.469285,141920723.557613,706384548.2963636,1262713784.6422064,2018-01-01,27.4293865941667,35893954.940963395,5174039.276102321,25752837.959802847,46035071.922123946
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Non-infectious,All conditions,947570348.217427,139487649.059798,674174556.0602229,1220966140.3746312,2018-01-01,27.4293865941667,34545808.92519642,5085336.071258053,24578550.22553063,44513067.62486221
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,External,All causes,3992297393.98385,1911037994.8437,246662924.09019804,7737931863.877502,2018-01-01,27.4293865941667,145548183.52492344,69671189.63025272,8992651.849628124,282103715.2002188
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Non-infectious,All conditions,5049788801.37797,2296772300.0552,548115093.2697773,9551462509.486162,2018-01-01,27.4293865941667,184101411.9671159,83734001.5669051,19982768.8959819,348220055.0382499
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,External,All causes,968245413.26088,139570577.70463,694687080.9598053,1241803745.5619547,2019-01-01,29.06975,33307662.200771593,4801230.753777724,23897249.923367254,42718074.47817593
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Non-infectious,All conditions,931878948.854288,137177788.772108,663010482.8609563,1200747414.8476195,2019-01-01,29.06975,32056655.074580554,4718918.765111773,22807574.294961475,41305735.854199626
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,External,All causes,3655212026.3841,1697118909.36743,328858964.0239372,6981565088.744263,2019-01-01,29.06975,125739369.15123454,58380925.5107949,11312755.15007653,240165983.15239254
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Non-infectious,All conditions,4623855089.81677,2035880009.75735,633530270.6923637,8614179908.941175,2019-01-01,29.06975,159060710.5261232,70034314.35624145,21793454.387889948,296327966.66435647
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2020,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,External,All causes,974514901.320663,140474300.713949,699185271.921323,1249844530.7200031,2020-01-01,34.9271654040404,27901345.27229428,4021921.0201838715,20018380.07273389,35784310.47185467
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Non-infectious,All conditions,937912962.142302,138066026.962858,667303549.2951005,1208522374.9895036,2020-01-01,34.9271654040404,26853394.80866671,3952969.7118474552,19105574.1734457,34601215.44388772
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,External,All causes,5181063146.05577,1730345188.77075,1789586576.0650997,8572539716.04644,2020-01-01,34.9271654040404,148339067.4886093,49541529.3154761,51237670.03027617,245440464.94694248
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Non-infectious,All conditions,6559862471.70943,2017140126.5708,2606267823.6306615,10513457119.788198,2020-01-01,34.9271654040404,187815483.90269828,57752757.86730336,74620078.48278368,301010889.3226129
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,External,All causes,176273178.31473124,338851.3241595457,175609029.71937853,176937326.91008395,2021-01-01,43.73377831884,4030595.688065552,7748.045954071444,4015409.517995572,4045781.858135532
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,Infectious,Brucellosis,2016.90774711622,188.6335325684,1647.186023282156,2386.629470950284,2021-01-01,43.73377831884,46.11784814044662,4.3132228638735945,37.66393132725437,54.57176495363886
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,Infectious,FMD,331987.422646145,32247.8648789937,268781.6074833173,395193.23780897266,2021-01-01,43.73377831884,7591.098583474748,737.3674564290205,6145.858368873867,9036.338798075629
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,Infectious,Other diseases,334004.3303932612,72109.65163774695,192669.41318327718,475339.24760324525,2021-01-01,43.73377831884,7637.216431615195,1648.831964895266,4405.505780420473,10868.927082809916
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Health cost,Non-infectious,All conditions,176273178.31473124,338851.3241595457,175609029.71937853,176937326.91008395,2021-01-01,43.73377831884,4030595.688065552,7748.045954071444,4015409.517995572,4045781.858135532
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,External,All causes,1532411027.64985,227777430.449764,1085967263.9683125,1978854791.3313873,2021-01-01,43.73377831884,35039529.77668305,5208272.397348302,24831315.87788038,45247743.67548572
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,Brucellosis,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,FMD,904514.4460834299,20712.008811796164,863918.9088123094,945109.9833545503,2021-01-01,43.73377831884,20682.284514479637,473.59294366921125,19754.04234488798,21610.52668407129
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,Other diseases,2622823345.4288163,260875721.9284493,2111506930.4490557,3134139760.408577,2021-01-01,43.73377831884,59972484.57032889,5965085.386095422,48280917.21358187,71664051.92707592
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,All conditions,1475046498.53201,217558622.238979,1048631598.9436111,1901461398.120409,2021-01-01,43.73377831884,33727854.19494792,4974613.001713993,23977612.71158849,43478095.67830735
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,External,All causes,5334566127.37555,1015124808.88454,3344921501.961852,7324210752.789248,2021-01-01,43.73377831884,121978167.27573892,23211459.149122637,76483707.34345856,167472627.2080193
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,Brucellosis,195380756.4297544,2908981735.6389904,-5506223445.422667,5896984958.282175,2021-01-01,43.73377831884,4467502.32749926,66515673.8672596,-125903218.45232955,134838223.10732806
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,FMD,189358362.03287414,2923724814.7867765,-5541142274.949208,5919858999.014956,2021-01-01,43.73377831884,4329796.5396989435,66852783.52744725,-126701659.17409767,135361252.25349554
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,Other diseases,7655387262.286622,4320466355.153161,-812726793.8135738,16123501318.386818,2021-01-01,43.73377831884,175045183.75876915,98790146.22644563,-18583502.845064282,368673870.3626026
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,National,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,All conditions,6818752939.76955,1079148542.16376,4703621797.128581,8933884082.41052,2021-01-01,43.73377831884,155915020.42328942,24675401.569383163,107551233.34729841,204278807.49928042
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2017,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2017,Mortality,External,All causes,63772624.2349652,13175906.5371018,37947847.42224567,89597401.04768473,2017-01-01,23.8661044574125,2672100.2729525156,552076.1279082366,1590031.0622523718,3754169.4836526597
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2017,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2017,Mortality,Non-infectious,All conditions,129732702.639163,18201945.7286735,94056889.01096295,165408516.26736307,2017-01-01,23.8661044574125,5435855.812609155,762669.3229786905,3941023.9395709215,6930687.685647389
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,External,All causes,148768963.847077,36878632.1031577,76486844.92488793,221051082.7692661,2017-01-01,23.8661044574125,6233483.311553651,1545230.4823757561,3204831.5660971687,9262135.057010133
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,Non-infectious,All conditions,460678478.444989,93319818.6614387,277771633.86856914,643585323.0214089,2017-01-01,23.8661044574125,19302625.582111213,3910140.376195948,11638750.444767155,26966500.719455272
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2018,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,External,All causes,88283251.2273631,18239988.4299662,52532873.90462934,124033628.55009684,2018-01-01,27.4293865941667,3218564.5466143214,664979.815255702,1915204.1087131456,4521924.984515497
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,Non-infectious,All conditions,179594691.431201,25197756.2089044,130207089.26174839,228982293.60065365,2018-01-01,27.4293865941667,6547528.535304348,918640.8934957046,4746992.3840527665,8348064.6865559295
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,External,All causes,122590250.382108,33807576.2862353,56327400.86108681,188853099.9031292,2018-01-01,27.4293865941667,4469303.386032657,1232531.2551256623,2053542.1259863586,6885064.646078955
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,Non-infectious,All conditions,379728931.827778,89602476.165275,204108078.543839,555349785.111717,2018-01-01,27.4293865941667,13843872.538824234,3266659.859769901,7441219.213675229,20246525.86397324
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2019,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,External,All causes,89607445.1719048,18513578.0903543,53320832.11481037,125894058.22899923,2019-01-01,29.06975,3082497.9634123035,636867.468428669,1834237.725292112,4330758.201532494
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,Non-infectious,All conditions,182288500.11779,25575708.6236951,132160111.21534762,232416889.0202324,2019-01-01,29.06975,6270728.166488877,879804.9045380543,4546310.55359429,7995145.779383463
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,External,All causes,121797667.508703,34421422.8916459,54331678.64107703,189263656.37632895,2019-01-01,29.06975,4189842.276204749,1184097.6579312137,1869010.8666595698,6510673.685749928
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,National,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,Non-infectious,All conditions,377300409.90534,92025643.0160734,196930149.59383616,557670670.2168438,2019-01-01,29.06975,12979141.88822883,3165684.0191633366,6774401.2106686905,19183882.56578897
