species,region,production_system,group,age_group,sex,year,ahle_component,cause,disease,mean,sd,lower95,upper95,date,exchg_rate_lcuperusdol,mean_usd,sd_usd,lower95_usd,upper95_usd
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,Infectious,All diseases,319648989.087757,84939441.5399357,153167683.66948304,486130294.5060309,2017-01-01,23.8661044574125,13393429.566947117,3558998.985004216,6417791.556338854,20369067.57755538
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,Non-infectious,All conditions,253151800.483845,69193608.6688954,117532327.49281004,388771273.47488,2017-01-01,23.8661044574125,10607168.879847057,2899241.842855706,4924654.867849873,16289682.891844241
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,allcause,alldisease,652691944.4278613,166190166.45618892,326959218.1737311,978424670.6819916,2017-01-01,23.8661044574125,27348072.057278864,6963439.163385226,13699731.29704382,40996412.817513905
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Health cost,allcause,alldisease,71152913.10108212,1629167.2798422372,67959745.23259133,74346080.9695729,2018-01-01,27.4293865941667,2594039.5297142346,59394.958551085714,2477625.4109541066,2710453.6484743627
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,External,All causes,4489361.01398238,900427.339786034,2724523.428001753,6254198.599963007,2018-01-01,27.4293865941667,163669.75610519538,32827.10448864082,99328.63130745938,228010.88090293139
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,Infectious,All diseases,17876309.0239133,1340190.82396295,15249535.00894592,20503083.038880683,2018-01-01,27.4293865941667,651721.0642878534,48859.67170144312,555956.1077530249,747486.020822682
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,Non-infectious,All conditions,9102603.01754666,1215662.48348766,6719904.549910845,11485301.485182473,2018-01-01,27.4293865941667,331855.8723979075,44319.71088067242,244989.23907178955,418722.5057240255
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,allcause,alldisease,31468393.987239048,3759.3604331043803,31461025.640790164,31475762.33368793,2018-01-01,27.4293865941667,1147251.1016316824,137.05594254535276,1146982.4719842935,1147519.7312790712
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,External,All causes,86910670.5153689,28471319.8551921,31106883.59919238,142714457.4315454,2018-01-01,27.4293865941667,3168524.028672659,1037986.0212129928,1134071.4270951927,5202976.630250125
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,Infectious,All diseases,335631438.542113,89186413.6150098,160826067.8566938,510436809.2275322,2018-01-01,27.4293865941667,12236199.20882556,3251491.363426141,5863276.136510324,18609122.281140797
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,Non-infectious,All conditions,265809390.508012,72653289.1008544,123408943.87033737,408209837.1456866,2018-01-01,27.4293865941667,9690679.359360542,2648739.1123906975,4499150.699074775,14882208.01964631
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,allcause,alldisease,685326541.6492544,174499674.77484763,343307179.0905531,1027345904.2079558,2018-01-01,27.4293865941667,24985120.950353302,6361778.240128702,12516035.599701047,37454206.30100556
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Health cost,allcause,alldisease,74710558.75613622,1710625.643834349,71357732.4942209,78063385.01805155,2019-01-01,29.06975,2570044.7632379443,58845.55745523608,2454707.4706256813,2685382.055850207
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,External,All causes,4713829.96593408,945449.225448045,2860749.484055912,6566910.447812248,2019-01-01,29.06975,162155.84812164123,32523.47286949647,98409.84129742815,225901.8549458543
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,Infectious,All diseases,18770127.4190872,1407193.75359239,16012027.662046116,21528227.176128287,2019-01-01,29.06975,645692.7706322621,48407.49416807472,550814.0820628357,740571.4592016886
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,Non-infectious,All conditions,9557735.36978152,1276449.28071554,7055894.779579062,12059575.959983978,2019-01-01,29.06975,328786.2939922607,43909.88160254354,242722.92605127537,414849.661933246
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,allcause,alldisease,33041813.686600994,3759.3604804482525,33034445.340059314,33049182.033142675,2019-01-01,29.06975,1136639.072802518,129.32207812066676,1136385.6015294013,1136892.5440756346
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,External,All causes,91256204.0411233,29894885.8475318,32662227.779960975,149850180.3022856,2019-01-01,29.06975,3139215.302543823,1028384.690185908,1123581.3097794435,5154849.2953082025
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,All diseases,352413010.469189,93645734.2939293,168867371.25308758,535958649.6852904,2019-01-01,29.06975,12123014.833949002,3221415.1925602835,5809041.056530847,18436988.61136716
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,Non-infectious,All conditions,279099860.033388,76285953.5544821,129579391.0666031,428620329.000173,2019-01-01,29.06975,9601040.945773115,2624238.3768172106,4457533.727211383,14744548.164334849
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,allcause,alldisease,719592868.7317172,183224658.5096369,360472538.0528289,1078713199.4106054,2019-01-01,29.06975,24754009.536776796,6302932.034490731,12400262.749174964,37107756.324378625
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Health cost,allcause,alldisease,78446086.69394304,1796156.9260260663,74925619.11893195,81966554.26895413,2020-01-01,34.9271654040404,2245990.643285021,51425.78578158208,2145196.1031531203,2346785.183416922
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,External,All causes,4949522.36548335,992722.206187699,3003786.84135546,6895257.8896112405,2020-01-01,34.9271654040404,141709.8212301759,28422.638788570577,86001.44920457758,197418.19325577424
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,All diseases,19708636.7340197,1477546.83755917,16812644.93240373,22604628.535635673,2020-01-01,34.9271654040404,564278.163029508,42303.657352859394,481362.9946179036,647193.3314411123
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,Non-infectious,All conditions,10035624.3396281,1340275.42010383,7408684.516224593,12662564.163031608,2020-01-01,34.9271654040404,287330.0545158804,38373.438113268305,212118.1158138745,362541.9932178863
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,allcause,alldisease,34693904.370931044,3759.3605326448715,34686536.02428706,34701272.71757503,2020-01-01,34.9271654040404,993321.5011750603,107.63428664067843,993110.5379732446,993532.464376876
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,External,All causes,95819014.2431661,31389630.1395085,34295339.16972944,157342689.31660277,2020-01-01,34.9271654040404,2743395.0947557194,898716.7946894804,981910.1771643378,4504880.012347101
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,All diseases,370033660.99262,98328021.0068819,177310739.8191315,562756582.1661085,2020-01-01,34.9271654040404,10594437.215618255,2815230.4909206065,5076585.453413865,16112288.977822643
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,Non-infectious,All conditions,293054853.035034,80100251.2308585,136058360.62255132,450051345.4475167,2020-01-01,34.9271654040404,8390456.243584348,2293351.0436433083,3895488.198043463,12885424.289125232
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,allcause,alldisease,755572512.168303,192385891.4313539,378496164.9628494,1132648859.3737566,2020-01-01,34.9271654040404,21632803.676673338,5508202.260498888,10836727.246095518,32428880.10725116
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Health cost,allcause,alldisease,82368391.0286402,1885964.77232737,78671900.07487854,86064881.98240185,2021-01-01,43.73377831884,1883404.4117600708,43123.755706122436,1798881.8505760708,1967926.972944071
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,External,All causes,5196999.38501007,1042358.83672104,3153976.065036832,7240022.704983309,2021-01-01,43.73377831884,118832.61828240583,23834.182107974968,72117.62135077489,165547.61521403678
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,All diseases,20694071.5146988,1551417.58320619,17653293.05161467,23734849.97778293,2021-01-01,43.73377831884,473182.7962319925,35474.12647257732,403653.50834574096,542712.084118244
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,All conditions,10537407.757967,1407292.86865106,7779113.735410923,13295701.780523079,2021-01-01,43.73377831884,240944.372131406,32178.625372617636,177874.26640107544,304014.47786173655
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,allcause,alldisease,36428599.589477606,3759.3605901916435,36421231.24272083,36435967.936234385,2021-01-01,43.73377831884,832962.5518265498,85.96011446310722,832794.0700022021,833131.0336508976
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,External,All causes,100609964.955312,32959111.646103,36010106.12895013,165209823.78167388,2021-01-01,43.73377831884,2300509.327637269,753630.5554442479,823393.4389665434,3777625.2163079954
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,All diseases,388535344.042223,103244422.055565,186176276.81331557,590894411.2711303,2021-01-01,43.73377831884,8884101.922537219,2360747.8252362316,4257036.185074204,13511167.660000231
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,All conditions,307707595.686764,84105263.791118,142861278.65617272,472553912.71735525,2021-01-01,43.73377831884,7035925.262240769,1923119.0860746286,3266611.853534497,10805238.670947041
All,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,allcause,alldisease,793351137.7767181,202005185.999336,397420973.2180196,1189281302.3354168,2021-01-01,43.73377831884,18140466.437471095,4618974.023388108,9087277.351630405,27193655.52331179
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Health cost,allcause,alldisease,90082064.94045998,2242140.947831202,85687468.68271083,94476661.19820914,2017-01-01,23.8661044574125,3774477.1083695507,93946.66615291807,3590341.6427098312,3958612.57402927
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,External,All causes,6925268.36324561,1454978.315711,4073510.86445205,9777025.862039171,2017-01-01,23.8661044574125,290171.7109134127,60964.21467974858,170681.85014110547,409661.57168571994
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,All diseases,20829690.8676669,1798746.84414649,17304147.05313978,24355234.68219402,2017-01-01,23.8661044574125,872772.9699179067,75368.26327716096,725051.1738946713,1020494.7659411422
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,All conditions,12361555.5370406,1677635.66936298,9073389.62508916,15649721.448992042,2017-01-01,23.8661044574125,517954.4721719871,70293.65317480323,380178.91194937273,655730.0323946015
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,allcause,alldisease,40116759.41201839,26706.76988225115,40064414.14304917,40169104.680987604,2017-01-01,23.8661044574125,1680909.403694437,1119.0250981222189,1678716.1145021173,1683102.6928867565
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Production loss,External,All causes,115995495.757539,32879559.3770629,51551559.378495716,180439432.1365823,2017-01-01,23.8661044574125,4860260.9598280005,1377667.622117984,2160032.420476752,7560489.49917925
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,All diseases,364632102.297616,78058300.0310717,211637834.2367155,517626370.3585165,2017-01-01,23.8661044574125,15278241.279312177,3270676.20819148,8867715.911256876,21688766.647367477
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Production loss,Non-infectious,All conditions,326993132.33422,75167779.1758731,179664285.1495087,474321979.51893127,2017-01-01,23.8661044574125,13701152.314895704,3149562.146181212,7528010.50838053,19874294.12141088
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Production loss,allcause,alldisease,801982571.2921139,158641662.83324894,491044912.138946,1112920230.4452817,2017-01-01,23.8661044574125,33603413.27271064,6647153.628122872,20574992.161589816,46631834.38383147
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Health cost,allcause,alldisease,94586168.18748298,2354247.995222762,89971842.11684637,99200494.2581196,2018-01-01,27.4293865941667,3448351.5649452494,85829.40734531159,3280125.9265484386,3616577.20334206
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Mortality,External,All causes,7271534.51723091,1527730.22899022,4277183.268410079,10265885.766051741,2018-01-01,27.4293865941667,265100.1506091762,55696.84264522038,155934.33902454423,374265.9621938081
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,All diseases,21871183.9979435,1888701.56460396,18169328.931319736,25573039.06456726,2018-01-01,27.4293865941667,797363.2192925072,68856.86481248628,662403.764260034,932322.6743249802
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Mortality,Non-infectious,All conditions,12979634.2233796,1761495.73158868,9527102.589465788,16432165.857293414,2018-01-01,27.4293865941667,473201.7677033991,64219.28997724252,347331.95934800373,599071.5760587945
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Mortality,allcause,alldisease,42122597.382619314,26706.769882265082,42070252.113650076,42174942.65158855,2018-01-01,27.4293865941667,1535674.0566548929,973.6553819962093,1533765.6921061804,1537582.4212036054
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Production loss,External,All causes,121795270.544374,34523537.3233447,54129137.3906184,189461403.6981296,2018-01-01,27.4293865941667,4440320.607471248,1258633.2255307045,1973399.4854310679,6907241.729511429
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,All diseases,382863707.409325,81961214.9423876,222219726.1222453,543507688.6964047,2018-01-01,27.4293865941667,13958157.83539057,2988080.490280376,8101520.074441034,19814795.596340105
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2018-01-01,27.4293865941667,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Production loss,Non-infectious,All conditions,343342788.947345,78926168.0558993,188647499.55778238,498038078.3369076,2018-01-01,27.4293865941667,12517333.837146848,2877431.027665935,6877569.022921617,18157098.65137208
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Production loss,allcause,alldisease,842081699.8567199,166573745.75546426,515597158.1760099,1168566241.5374298,2018-01-01,27.4293865941667,30699982.916708827,6072820.665661143,18797254.412012987,42602711.42140467
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Health cost,allcause,alldisease,99315476.59685712,2471960.3949839,94470434.22268867,104160518.97102556,2019-01-01,29.06975,3416454.4448045515,85035.48860873932,3249784.8871314228,3583124.002477681
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Mortality,External,All causes,7635113.97891547,1604119.77296317,4491039.223907657,10779188.733923282,2019-01-01,29.06975,262648.07846353925,55181.75329898503,154491.8419975286,370804.3149295499
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,All diseases,22964751.7847339,1983154.26803419,19077769.419386886,26851734.15008091,2019-01-01,29.06975,789987.9353876074,68220.54775270479,656275.661792306,923700.2089829087
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Mortality,Non-infectious,All conditions,13628616.8440356,1849548.88989401,10003501.01984334,17253732.66822786,2019-01-01,29.06975,468824.7007296451,63624.51998706594,344120.64155499585,593528.7599042943
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Mortality,allcause,alldisease,44228727.251750275,26706.769882280438,44176381.98278101,44281072.52071954,2019-01-01,29.06975,1521469.1303416877,918.7134351785082,1519668.452008738,1523269.8086746375
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Production loss,External,All causes,127885034.070601,36249714.1680155,56835594.30129062,198934473.8399114,2019-01-01,29.06975,4399247.811577361,1246990.9155742826,1955145.6170517674,6843350.006102956
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,All diseases,402006892.77677,86059275.6035663,233330712.59378004,570683072.95976,2019-01-01,29.06975,13829045.408948133,2960440.857027195,8026581.3291748315,19631509.488721438
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2019-01-01,29.06975,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Production loss,Non-infectious,All conditions,360509928.391297,82872476.3836776,198079874.6792889,522939982.1033051,2019-01-01,29.06975,12401548.977590004,2850814.8980874484,6813951.777338604,17989146.177841403
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Production loss,allcause,alldisease,884185784.8495559,174902432.8342401,541377016.4944453,1226994553.2046664,2019-01-01,29.06975,30416009.24843027,6016647.299486239,18623380.541437246,42208637.955423295
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Health cost,allcause,alldisease,104281250.4267,2595558.414733095,99193955.93382312,109368544.91957687,2020-01-01,34.9271654040404,2985677.4582295953,74313.45729627514,2840023.081928896,3131331.8345302944
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Mortality,External,All causes,8016872.41368426,1684328.82749627,4715587.9117915705,11318156.91557695,2020-01-01,34.9271654040404,229531.14920562267,48224.03444458809,135012.04169423,324050.25671701535
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,All diseases,24112997.9608639,2082329.84182001,20031631.47089668,28194364.45083112,2020-01-01,34.9271654040404,690379.4705903757,59619.20521552329,573525.82836795,807233.1128128014
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Mortality,Non-infectious,All conditions,14310048.5957243,1942004.79465898,10503719.198192699,18116377.993255902,2020-01-01,34.9271654040404,409711.1354495691,55601.55747521176,300732.08279815404,518690.18810098415
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Mortality,allcause,alldisease,46440163.61433779,26706.769882297376,46387818.34536848,46492508.88330709,2020-01-01,34.9271654040404,1329628.7596520944,764.6417787802476,1328130.0617656852,1331127.457538504
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Production loss,External,All causes,134279285.773186,38062199.8559434,59677374.05553694,208881197.49083507,2020-01-01,34.9271654040404,3844551.4893588377,1089759.2007721397,1708623.455845444,5980479.522872232
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,All diseases,422107237.412732,90362239.3018964,244997248.3810151,599217226.444449,2020-01-01,34.9271654040404,12085356.270105513,2587162.1202745307,7014518.514367433,17156194.025843594
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2020-01-01,34.9271654040404,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Production loss,Non-infectious,All conditions,378535424.807609,87016100.1314169,207983868.5500319,549086981.0651861,2020-01-01,34.9271654040404,10837851.29507875,2491358.7783264774,5954788.089558856,15720914.500598647
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Production loss,allcause,alldisease,928395074.0920336,183647554.27690706,568445867.7092957,1288344280.4747715,2020-01-01,34.9271654040404,26580888.06670341,5258014.847539348,16275178.965526287,36886597.16788053
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Health cost,allcause,alldisease,109495312.948035,2725336.33546975,104153653.73051429,114836972.16555572,2021-01-01,43.73377831884,2503678.3273048624,62316.507748330245,2381537.972118135,2625818.68249159
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,External,All causes,8417718.77019149,1768548.3665287,4951363.971795239,11884073.568587743,2021-01-01,43.73377831884,192476.36709598528,40438.95667177766,113216.01201930108,271736.7221726695
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,All diseases,25318656.4458003,2186464.41827419,21033186.18598289,29604126.70561771,2021-01-01,43.73377831884,578926.8025555734,49994.86672141214,480936.8637816056,676916.7413295411
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,All conditions,15025551.9349975,2039083.57899298,11028948.12017126,19022155.74982374,2021-01-01,43.73377831884,343568.57588324737,46624.912307532475,252183.74776048373,434953.404006011
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,allcause,alldisease,48762171.79505469,26706.76988231605,48709826.52608535,48814517.06402403,2021-01-01,43.73377831884,1114977.3394732857,610.6668783019619,1113780.4323918137,1116174.2465547575
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,External,All causes,140993250.060946,39965309.8292426,62661242.795630485,219325257.3262615,2021-01-01,43.73377831884,3223898.219656172,913831.6277609614,1432788.2292446878,5015008.210067657
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,All diseases,443212599.280629,94880351.1890406,257247110.9501094,629178087.6111486,2021-01-01,43.73377831884,10134331.318218123,2169498.1507730205,5882114.942703003,14386547.693733245
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,PPR,0.0,0.0,0.0,0.0,2021-01-01,43.73377831884,0.0,0.0,0.0,0.0
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,All conditions,397462196.044892,91366905.0699454,218383062.10779905,576541329.981985,2021-01-01,43.73377831884,9088219.937166277,2089161.0234047764,4993464.331292917,13182975.543039639
All,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Production loss,allcause,alldisease,974814827.7966352,192829931.80118567,596868161.4663112,1352761494.126959,2021-01-01,43.73377831884,22289746.39899101,4409176.138301245,13647761.167920573,30931731.63006145
All,Benishangul Gumz,Crop livestock mixed,Juvenile,Juvenile,Overall,2017,Health cost,Infectious,PPR,0.0,0.0,0.0,0.0,2017-01-01,23.8661044574125,0.0,0.0,0.0,0.0
All,Benishangul Gumz,Crop livestock mixed,Juvenile,Juvenile,Overall,2017,Health cost,allcause,alldisease,1201817.7742736738,6751.146908471025,1188585.5263330706,1215050.022214277,2017-01-01,23.8661044574125,50356.6795502064,282.87594737205666,49802.24269335716,50911.116407055626
All,Benishangul Gumz,Crop livestock mixed,Juvenile,Juvenile,Overall,2017,Mortality,External,All causes,4390005.98010919,1018757.67480478,2393240.9374918207,6386771.022726558,2017-01-01,23.8661044574125,183943.13106032312,42686.38296721974,100277.82044457244,267608.4416760738
All,Benishangul Gumz,Crop livestock mixed,Juvenile,Juvenile,Overall,2017,Mortality,Infectious,All diseases,13639920.9048558,1247710.30572048,11194408.705643661,16085433.10406794,2017-01-01,23.8661044574125,571518.5286813499,52279.59627625602,469050.5199798882,673986.5373828118
