region,species,production_system,agesex_scenario,year,ahle_total_mean,ahle_total_stdev,ahle_dueto_mortality_mean,ahle_dueto_mortality_stdev,ahle_dueto_healthcost_mean,ahle_dueto_healthcost_stdev,ahle_dueto_productionloss_mean,ahle_total_mean_usd,ahle_total_stdev_usd,ahle_dueto_mortality_mean_usd,ahle_dueto_mortality_stdev_usd,ahle_dueto_healthcost_mean_usd,ahle_dueto_healthcost_stdev_usd,ahle_dueto_productionloss_mean_usd,ahle_dueto_ppr_total_mean,ahle_dueto_ppr_total_stdev,ahle_dueto_ppr_mortality_mean,ahle_dueto_ppr_mortality_stdev,ahle_dueto_ppr_healthcost_mean,ahle_dueto_ppr_healthcost_stdev,ahle_dueto_ppr_productionloss_mean,ahle_dueto_ppr_total_mean_usd,ahle_dueto_ppr_total_stdev_usd,ahle_dueto_ppr_mortality_mean_usd,ahle_dueto_ppr_mortality_stdev_usd,ahle_dueto_ppr_healthcost_mean_usd,ahle_dueto_ppr_healthcost_stdev_usd,ahle_dueto_ppr_productionloss_mean_usd,ahle_dueto_bruc_total_mean,ahle_dueto_bruc_total_stdev,ahle_dueto_bruc_mortality_mean,ahle_dueto_bruc_mortality_stdev,ahle_dueto_bruc_healthcost_mean,ahle_dueto_bruc_healthcost_stdev,ahle_dueto_bruc_productionloss_mean,ahle_dueto_bruc_total_mean_usd,ahle_dueto_bruc_total_stdev_usd,ahle_dueto_bruc_mortality_mean_usd,ahle_dueto_bruc_mortality_stdev_usd,ahle_dueto_bruc_healthcost_mean_usd,ahle_dueto_bruc_healthcost_stdev_usd,ahle_dueto_bruc_productionloss_mean_usd,ahle_dueto_productionloss_stdev,ahle_dueto_ppr_productionloss_stdev,ahle_dueto_bruc_productionloss_stdev,ahle_dueto_productionloss_stdev_usd,ahle_dueto_ppr_productionloss_stdev_usd,ahle_dueto_bruc_productionloss_stdev_usd,ahle_dueto_otherdisease_total_mean,ahle_dueto_otherdisease_mortality_mean,ahle_dueto_otherdisease_healthcost_mean,ahle_dueto_otherdisease_productionloss_mean,ahle_dueto_otherdisease_total_mean_usd,ahle_dueto_otherdisease_mortality_mean_usd,ahle_dueto_otherdisease_healthcost_mean_usd,ahle_dueto_otherdisease_productionloss_mean_usd,ahle_dueto_otherdisease_total_stdev,ahle_dueto_otherdisease_mortality_stdev,ahle_dueto_otherdisease_healthcost_stdev,ahle_dueto_otherdisease_productionloss_stdev,ahle_dueto_otherdisease_total_stdev_usd,ahle_dueto_otherdisease_mortality_stdev_usd,ahle_dueto_otherdisease_healthcost_stdev_usd,ahle_dueto_otherdisease_productionloss_stdev_usd
National,Cattle,Crop livestock mixed,Adult Male,2020,15561438579.282837,53913387743.92143,411322312.2494812,53681632786.80605,-1273700.8447713852,7537486.815040369,15151389967.878128,445539693.7961269,1543594709.7408795,11776572.976686483,1536959331.3918376,-36467.34082302718,215805.85563832862,433799588.1602635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,76081345502.67639,0.0,,2178285716.076897,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Adult Male,2021,16339510508.246979,56609057131.11751,431888427.8619995,56365714426.146355,-1337385.8870096207,7914361.155792389,15908959466.271988,373613054.63077515,1294401245.609529,9875397.106404297,1288837063.5441911,-30580.158825049206,180966.78265694174,363768237.6831959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,79885412777.8102,0.0,,1826629572.1217508,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Combined,2017,,,13030404524.945068,46407909698.475586,,,,,,545979531.271933,1944511295.5609264,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Combined,2018,,,13681924751.192352,48728305183.39937,,,,,,498805348.93558407,1776499996.312795,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Combined,2019,,,14366020988.751923,51164720442.56934,,,,,,494191418.52791727,1760067439.264849,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Combined,2020,,,15084322038.189484,53722956464.69781,,,,,,431879365.6368266,1538142470.0008175,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Combined,2021,,,15838538140.098999,56409104287.93269,,,,,,362158010.32850486,1289829199.679103,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Female,2017,18940102807.19986,46516055670.45489,,,-41313034.58238125,6509292.927053413,,793598420.764362,1949042658.1120408,,,-1731033.845766562,272742.1619505948,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Female,2018,19887107947.559845,48841858453.97764,,,-43378686.311499596,6834757.573406085,,725029263.0236638,1780639836.268327,,,-1581467.6045553556,249176.46444414498,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Female,2019,20881463344.937866,51283951376.67652,,,-45547620.62707424,7176495.4520763885,,718322770.0595247,1764168985.8590639,,,-1566839.0896748079,246871.59167438277,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Female,2020,21925536512.184692,53848148945.510345,,,-47825001.65842819,7535320.224680209,,627750241.353635,1541726857.092192,,,-1369278.0706703372,215743.82396942287,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Female,2021,23021813337.793976,56540556392.785866,,,-50216251.741350174,7912086.23591422,,526408058.54810965,1292834933.6885183,,,-1148225.7804310862,180914.76520119887,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Male,2017,13547357205.987213,46653934523.24582,,,-41665340.09923172,6511497.535374224,,567640070.0483644,1954819841.1054769,,,-1745795.5978354486,272834.5359835982,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Male,2018,14224725066.28656,48986631249.40812,,,-43748607.10419178,6837072.412142936,,518594355.6357792,1785917854.241258,,,-1594953.8993152557,249260.85709831183,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Male,2019,14935961319.600922,51435962811.87852,,,-45936037.45940113,7178926.032750083,,513797377.6726983,1769398182.3675303,,,-1580200.636723781,246955.2036997251,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Male,2020,15682759385.580933,54007760952.47244,,,-48232839.33237171,7537872.334387586,,449013230.93819517,1546296709.9593139,,,-1380954.8749350298,215816.8934463717,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Juvenile Male,2021,16466897354.859985,56708149000.09607,,,-50644481.29899025,7914765.951106967,,376525833.9859979,1296667042.729918,,,-1158017.5151977025,180976.03855318806,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Combined,2017,,,12697897464.188263,46177868383.89862,,,,,,532047342.9941962,1934872465.940137,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Combined,2018,,,13332792337.397644,48486761803.09355,,,,,,486076941.29890156,1767693988.9499767,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Combined,2019,,,13999431954.267578,50911099893.24824,,,,,,481580748.1752536,1751342887.1334717,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Combined,2020,,,14699403551.980896,53456654887.910645,,,,,,420858760.8509581,1530517987.0602021,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Combined,2021,,,15434373729.579987,56129487632.30618,,,,,,352916540.0953029,1283435591.2058542,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Female,2017,12615980130.175385,46317993969.338974,,,-60319510.87300396,5922185.06672903,,528614971.6091193,1940743787.9939895,,,-2527413.3439179473,248142.0911107123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Female,2018,13246779136.684143,48633893667.80592,,,-63335486.41665459,6218294.320065482,,482941136.5510187,1773058012.1011055,,,-2309037.6519802995,226701.90960041017,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Female,2019,13909118093.518372,51065588351.19622,,,-66502260.73748684,6529209.036068756,,478473949.5014017,1756657293.275526,,,-2287679.1419770326,224604.9256037206,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Female,2020,14604573998.194214,53618867768.75603,,,-69827373.77436161,6855669.487872194,,418143695.0078046,1535162305.5718503,,,-1999228.1929149602,196284.7373545843,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Female,2021,15334802698.103973,56299811157.19383,,,-73318742.46307945,7198452.962265804,,350639786.626849,1287330144.373566,,,-1676478.5774636487,164597.09723193056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Male,2017,12256548400.490753,46189006524.815765,,,-60382990.90897274,5917710.534928264,,513554628.16991186,1935339158.8156762,,,-2530073.1846172144,247954.60631155918,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Male,2018,12869375820.51529,48498456851.056564,,,-63402140.45442104,6213596.061674678,,469182049.56330186,1768120358.235446,,,-2311467.674887944,226530.6240204474,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Male,2019,13512844611.541077,50923379693.60939,,,-66572247.477142334,6524275.864758412,,464842133.5422932,1751765312.5193505,,,-2290086.6872657086,224435.22440882405,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Male,2020,14188486842.118073,53469548678.28985,,,-69900859.85099983,6850489.657996332,,406230699.74286366,1530887149.2933822,,,-2001332.1734638577,196136.43359686618,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Neonatal Male,2021,14897911184.223999,56143026112.20435,,,-73395902.84354973,7193014.140896149,,340649990.85172004,1283745156.9561415,,,-1678242.8974798098,164472.73520379743,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Overall,2017,442041516809.93896,67915518218.23748,60141183646.30051,49282626213.58633,5131647589.774153,4575610.889388531,376768685573.86426,18521728906.312847,2845689305.492996,2519941356.7311964,2064963148.9515996,215018232.19332847,191720.05626445694,15786769317.38832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12319683061.465942,83334917849.29373,-10876349.288411884,-767198.7449902473,20553.59572560396,1231.296285498795,12330538857.158628,516199997.50900316,3491768755.0559173,-455723.6941546123,-32145.9560507356,861.2044651979338,51.59184179789218,516654859.9986926,83912423885.239,0.0,83334917852.82523,3515966505.3412976,0.0,3491768755.203889,429721833748.473,60152059995.58892,5131627036.178427,364438146716.7057,18005528908.803844,2520397080.425351,215017370.98886326,15270114457.389631,107504540126.45364,49282626219.557945,4575611.055059362,118262434508.31357,4504486281.71759,2064963149.2018127,191720.06320613573,4955246664.54658
National,Cattle,Crop livestock mixed,Overall,2018,464143592650.4359,71311294129.14935,63148242828.61548,51746757524.26564,5388229969.262861,4804391.433857959,395607119852.55756,16921398918.528624,2599813666.424274,2302211265.7103662,1886544467.4315255,196440046.1805717,175154.89882955275,14422747606.637684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12935667214.539185,87501663741.75842,-11420166.75283248,-805558.6822397598,21581.27551188416,1292.8610997737348,12947065800.016504,471598851.477421,3190070016.380427,-416347.87251353124,-29368.4541385652,786.7939531857327,47.13416012185568,472014412.55598134,88108045079.50095,0.0,87501663745.4665,3212177012.3083444,0.0,3190070016.5156136,451207925435.8967,63159662995.36831,5388208387.9873495,382660054052.5411,16449800067.051203,2302627613.5828795,196439259.38661852,13950733194.081705,112879767132.77634,51746757530.53584,4804391.607812331,124175556233.72928,4115285872.1522427,1886544467.6601195,175154.90517145078,4527099277.536786
National,Cattle,Crop livestock mixed,Overall,2019,487350772282.95776,74876858835.60683,66305654970.046265,54334095400.47893,5657641467.726005,5044611.005550857,415387475845.1855,16764876625.459723,2575765489.4041686,2280915899.519131,1869094003.232877,194622983.26356453,173534.7227117831,14289337742.677027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13582450575.266235,91876746928.84634,-11991175.090474105,-845836.6163517478,22660.339287478368,1357.5041547624216,13594419090.017422,467236580.1311066,3160561990.689509,-412496.67061031156,-29096.79706057836,779.5161391989394,46.698170942729874,467648297.2855777,92513447333.476,0.0,91876746932.73982,3182464497.750273,0.0,3160561990.823445,473768321707.6915,66317646145.13674,5657618807.386717,401793056755.1681,16297640045.328615,2281328396.1897416,194622203.74742532,13821689445.391449,118523755489.41516,54334095407.06264,5044611.188202947,130384334045.41574,4077219635.1676626,1869094003.4593565,173534.7289950188,4485223782.296571
National,Cattle,Crop livestock mixed,Overall,2020,511718310897.10565,78620701777.38718,69620937718.54852,57050800170.50287,5940523541.112305,5296841.555828399,436156849637.4448,14651011754.819063,2250990049.3755007,1993317720.2663782,1633421994.3283226,170083185.17669058,151653.92022381685,12487610849.375994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14261573104.029541,96470584275.28867,-12590733.84499781,-888128.4471693352,23793.356251852285,1425.3793625005428,14274140044.518286,408323233.19257253,2762050202.451553,-360485.418709109,-25428.013893924406,681.2278058241695,40.810049885572845,408683037.3834758,97139119700.14981,0.0,96470584279.37683,2781191046.4658747,0.0,2762050202.568601,497456737793.0761,69633528452.39352,5940499747.756053,421882709592.9266,14242688521.626492,1993678205.6850872,170082503.94888476,12078927811.99252,124449943263.88591,57050800177.41576,5296841.747613095,136903550747.68651,3563127491.8602314,1633421994.5262458,151653.92571480625,3919686844.4368353
National,Cattle,Crop livestock mixed,Overall,2021,537304226441.96094,82551736866.25653,73101984604.47601,59903340179.028015,6237549718.16792,5561683.63361982,457964692119.317,12285794804.29882,1887596728.1951993,1671522274.4197369,1369727073.2545502,142625447.83332512,127171.35009631471,10471647082.04576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14974651759.230957,101294113489.0531,-13220270.5372477,-932534.869527802,24983.0240644449,1496.64833062557,14987847046.74414,342404711.75526243,2316152808.7184906,-302289.69564133364,-21322.988897258776,571.2523597276869,34.22179350053621,342706430.198544,101996075685.15729,0.0,101294113493.34567,2332203610.251954,0.0,2316152808.8166428,522329574682.73,73115204875.01326,6237524735.143856,442976845072.5729,11943390092.543558,1671824564.1153781,142624876.5809654,10128940651.847216,130672440427.08022,59903340186.28655,5561683.83499375,143748728285.07086,2987906498.1400895,1369727073.4205213,127171.35470085467,3286903940.4067583
National,Cattle,Crop livestock mixed,Oxen,2017,56664876151.76721,50073691735.51481,4740564938.315216,46381614293.85128,-7380188.717680931,6456528.218417812,51931691402.16968,2374282583.6064687,2098109133.1795697,198631701.57385522,1943409506.843324,-309233.06863298087,270531.29805658327,2175960115.1012464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,68254148520.17209,0.0,,2859878060.199022,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Oxen,2018,59498119959.35553,52577376322.29055,4977593185.230957,48700695008.543846,-7749198.153564453,6779354.629338703,54528275972.27814,2169137824.3219175,1916826544.4722695,181469358.35194805,1775493405.2699826,-282514.45313809696,247156.62547045224,1987950980.4231076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,71666855946.1807,0.0,,2612776472.4210715,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Oxen,2019,62473025957.323364,55206245138.40508,5226472844.492523,51135729758.97103,-8136658.061242104,7118322.360805639,57254689770.89208,2149073382.375953,1899095972.2187183,179790773.72500703,1759070159.150699,-279901.2052474515,244870.43613397566,1969562509.8561935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,75250198743.48973,0.0,,2588608389.9410806,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Oxen,2020,65596677255.18945,57966557395.32533,5487796486.717072,53692516246.919586,-8543490.964304924,7474238.47884592,60117424259.43668,1878099081.2269347,1659641048.0141544,157121152.63960811,1537270935.8403416,-244608.76986360326,213994.99193201904,1721222537.3571901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,79012708680.66423,0.0,,2262213602.696884,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Crop livestock mixed,Oxen,2021,68876511117.94897,60864885265.091606,5762186311.0529785,56377142059.26557,-8970665.512519836,7847950.402788217,63123295472.408516,1574904199.1251366,1391713398.7682862,131755968.32827719,1289098363.4720387,-205119.83774005133,179448.25954832748,1443353350.6345994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,82963344114.69743,0.0,,1897008383.5394986,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Combined,2017,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Combined,2018,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Combined,2019,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Combined,2020,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Combined,2021,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Female,2017,466122017431.7017,65367674762.12323,18446465253.730713,47424743849.238976,-390333974.21006584,29773634.221776914,448065886152.1811,19530712197.437412,2738933573.2929335,772914795.8204583,1987117082.0468554,-16355160.722043736,1247528.0276639203,18774152562.338997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,80759148828.11697,0.0,,3383842929.7175994,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Female,2018,489428118303.28687,68636058500.2294,19368788516.417175,49795981041.700935,-409850672.92056847,31262315.932865765,470469180459.7903,17843203187.320698,2502281932.721965,706132762.0259746,1815424521.8261955,-14942028.379436301,1139738.062517016,17152012453.67416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,84797106269.52284,0.0,,3091469288.9106135,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Female,2019,513899524218.4511,72067861425.24089,20337227942.2381,52285780093.78598,-430343206.566597,32825431.72950905,493992639482.7796,17678154240.007263,2479135920.509839,699601060.9736272,1798631914.4053864,-14803815.18818005,1129195.5290124286,16993356994.221817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,89036961582.999,0.0,,3062873316.1791553,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Female,2020,539594500429.3739,75671254496.50291,21354089339.350098,54900069098.47528,-451860366.8949261,34466703.3159845,518692271456.9187,15449135198.556742,2166544396.6360126,611389131.9929398,1571844392.84971,-12937218.399139099,986816.5056416908,14850683284.962942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,93488809662.14893,0.0,,2676678985.5593057,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Female,2021,566574225450.8424,79454817221.32806,22421793806.317505,57645072553.39905,-474453385.23967075,36190038.481783725,544626885029.7646,12955071508.348703,1816783737.3223217,512688239.3479014,1318090381.6070752,-10848671.289744973,827507.7039523356,12453231940.290546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,98163250145.25638,0.0,,2244563674.091904,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Male,2017,22857423002.634644,47813421730.45752,6741437352.84491,47472976720.40463,-11833265.58792305,6527010.084200985,16127818915.377657,957735814.9681368,2003402851.7631538,282469112.83215755,1989138060.0096278,-495818.8970067879,273484.5184243623,675762521.0329859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,67378088863.31319,0.0,,2823170785.3095574,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Male,2018,24000294152.76642,50204092816.9804,7078509220.487122,49846625556.42486,-12424928.867319107,6853360.588411034,16934209861.146616,874984720.1421,1830303154.7798853,258062979.1404989,1817270881.5524714,-452978.73595034995,249854.67920994307,617374719.7375515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,70746993306.47885,0.0,,2579240810.3476996,0.0,,,,,,,,,,,,,,,,,
National,Cattle,Overall,Adult Male,2019,25200308860.404724,52714297457.82943,7432434681.511536,52338956834.24612,-13046175.310684204,7196028.617831587,17780920354.203873,866891144.9326094,1813372920.5730848,255675906.4495407,1800461195.3747838,-448788.69996075664,247543.53297952638,611664027.1830294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,74284342971.80281,0.0,,2555382931.4597754,0.0,,,,,,,,,,,,,,,,,
