species,region,production_system,group,age_group,sex,year,ahle_component,cause,mean,sd,lower95,upper95
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,External,801745662.557802,133602132.373384,793465068.76277,810026256.352834
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Infectious,1896097260.02761,159351397.378459,1886220739.57901,1905973780.47621
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2019,Mortality,Non-infectious,1200409842.8979,139703950.490292,1191751061.44717,1209068624.34862
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,External,3465879575.97282,1299695928.46425,3385325067.97596,3546434083.96968
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Infectious,11473694536.9241,3814773641.12519,11237256761.7106,11710132312.1377
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2019,Production loss,Non-infectious,10157779909.9916,3367599951.97357,9949057737.88941,10366502082.0939
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,External,841832950.509405,140282237.500401,833138327.117073,850527573.901736
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Infectious,1990902133.1134,167318938.633588,1980531788.41584,2001272477.81095
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2020,Mortality,Non-infectious,1260430346.33838,146689175.38426,1251338624.11878,1269522068.55798
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,External,3639173554.77149,1364680724.88696,3554591321.37482,3723755788.16816
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Infectious,12047379263.7705,4005512323.17958,11799119599.7963,12295638927.7446
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2020,Production loss,Non-infectious,10665668905.4913,3535979949.5706,10446510624.7841,10884827186.1986
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,External,883924602.858587,147296347.884266,874795248.38906,893053957.328115
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Infectious,2090447249.85347,175684856.953697,2079558389.69437,2101336110.01258
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Mortality,Non-infectious,1323451874.95089,154023661.523974,1313905564.9239,1332998184.97789
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,External,3821132232.5101,1432914761.13082,3732320887.44362,3909943577.57657
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Infectious,12649748226.9591,4205787939.33678,12389075579.7864,12910420874.1319
Cattle,Amhara,Crop livestock mixed,Oxen,Oxen,Overall,2021,Production loss,Non-infectious,11198952350.766,3712778947.04756,10968836156.0235,11429068545.5085
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,External,427184943.908781,83046036.4106911,422037791.826788,432332095.990774
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,1010696939.19606,92560683.4224371,1004960074.01886,1016433804.37325
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,614148331.724693,83854566.330073,608951067.35995,619345596.089437
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,External,2223385807.11024,449566908.602578,2195521873.44621,2251249740.77428
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,7390071228.31196,874581721.171103,7335865087.69934,7444277368.92458
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2017,Production loss,Non-infectious,6391932821.77606,769627604.755125,6344231685.16089,6439633958.39123
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,External,448544190.096277,87198341.8031234,443139680.1888,453948700.003754
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,1061231780.4886,97188708.3271755,1055208072.62688,1067255488.35033
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Mortality,Non-infectious,644855745.155858,88047293.5044053,639398617.643668,650312872.668047
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,External,2334555097.46574,472045254.032372,2305297967.11852,2363812227.81296
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,7759574789.72746,918310807.227365,7702658342.08435,7816491237.37057
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2018,Production loss,Non-infectious,6711529462.86479,808108984.991056,6661443269.41897,6761615656.3106
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,External,470971398.601683,91558262.4351095,465296662.979311,476646134.224055
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,1114293363.89377,102048134.556504,1107968471.20836,1120618256.57918
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Mortality,Non-infectious,677098529.285297,92449657.0474966,671368545.467667,682828513.102927
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,External,2451282852.33901,495647516.733671,2420562865.47445,2482002839.20357
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,8147553529.21373,964226347.586549,8087791259.1886,8207315799.23886
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2019,Production loss,Non-infectious,7047105936.00795,848514434.23887,6994515432.88996,7099696439.12595
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Mortality,External,494519967.541522,96136179.0663883,488561494.920513,500478440.162531
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,1170008026.52071,107150532.182359,1163366889.76517,1176649163.27626
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Mortality,Non-infectious,710953452.649891,97072138.7784691,704936969.710884,716969935.588899
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Production loss,External,2573846994.95595,520429892.57005,2541591008.74818,2606102981.16372
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,8554931205.67433,1012437664.9638,8492180822.14807,8617681589.20058
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2020,Production loss,Non-infectious,7399461232.80829,890940155.949158,7344241204.53449,7454681261.08208
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,External,519245964.93817,100942991.494599,512989568.470738,525502361.405601
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,1228508422.3342,112508049.780504,1221535229.29937,1235481615.36902
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,746501122.213441,101925744.60743,740183815.196278,752818429.230604
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,External,2702539344.70373,546451387.198263,2668670559.18559,2736408130.22187
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,8982677765.95795,1063059548.21,8916789863.2555,9048565668.6604
Cattle,Amhara,Crop livestock mixed,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,7769434294.44863,935487163.745039,7711453264.76125,7827415324.13602
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2017,Mortality,External,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2017,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2017,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2017,Production loss,External,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2017,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2017,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2018,Mortality,External,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2018,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2018,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2018,Production loss,External,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2018,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2018,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2019,Mortality,External,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2019,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2019,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2019,Production loss,External,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2019,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2019,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2020,Mortality,External,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2020,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2020,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2020,Production loss,External,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2020,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2020,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2021,Mortality,External,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2021,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2021,Production loss,External,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2021,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Adult,Adult,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,External,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2017,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,External,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2017,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,External,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2018,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,External,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2018,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,External,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2019,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,External,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2019,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,External,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2020,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,External,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2020,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,External,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,External,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,External,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,External,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2017,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,External,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2018,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,External,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2018,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,External,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2019,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,External,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2019,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,External,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2020,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,External,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2020,Production loss,Non-infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,External,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,External,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Infectious,,,,
Cattle,Amhara,Pastoral,Sub-adult,Sub-adult,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2017,Mortality,External,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2017,Mortality,Infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2017,Mortality,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2017,Production loss,External,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2017,Production loss,Infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2017,Production loss,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2018,Mortality,External,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2018,Mortality,Infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2018,Mortality,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2018,Production loss,External,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2018,Production loss,Infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2018,Production loss,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2019,Mortality,External,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2019,Mortality,Infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2019,Mortality,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2019,Production loss,External,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2019,Production loss,Infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2019,Production loss,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2020,Mortality,External,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2020,Mortality,Infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2020,Mortality,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2020,Production loss,External,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2020,Production loss,Infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2020,Production loss,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2021,Mortality,External,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2021,Mortality,Infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2021,Mortality,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2021,Production loss,External,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2021,Production loss,Infectious,,,,
Cattle,Amhara,Periurban dairy,Adult,Adult,Overall,2021,Production loss,Non-infectious,,,,
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2017,Mortality,External,4275581.05974266,857549.354235808,4222430.57677153,4328731.5427138
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2017,Mortality,Infectious,17025053.409462,1276378.51788591,16945944.1029894,17104162.7159346
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2017,Mortality,Non-infectious,8669143.63446582,1157770.29795062,8597385.60654386,8740901.66238778
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,External,82772067.1575081,27115542.7196504,81091459.28992,84452675.0250963
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,Infectious,319648989.087757,84939441.5399357,314384484.696439,324913493.479074
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2017,Production loss,Non-infectious,253151800.483845,69193608.6688954,248863214.991825,257440385.975866
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,External,4489361.01398238,900427.339786034,4433552.97476732,4545169.05319744
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,Infectious,17876309.0239133,1340190.82396295,17793244.6624101,17959373.3854165
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Mortality,Non-infectious,9102603.01754666,1215662.48348766,9027256.8607242,9177949.17436913
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,External,86910670.5153689,28471319.8551921,85146032.2544286,88675308.7763091
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,Infectious,335631438.542113,89186413.6150098,330103708.931349,341159168.152877
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2018,Production loss,Non-infectious,265809390.508012,72653289.1008544,261306375.741482,270312405.274542
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,External,4713829.96593408,945449.225448045,4655231.49261119,4772428.43925697
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,Infectious,18770127.4190872,1407193.75359239,18682910.2492905,18857344.5888838
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Mortality,Non-infectious,9557735.36978152,1276449.28071554,9478621.6774639,9636849.06209915
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,External,91256204.0411233,29894885.8475318,89403333.8671621,93109074.2150845
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,Infectious,352413010.469189,93645734.2939293,346608894.378,358217126.560378
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2019,Production loss,Non-infectious,279099860.033388,76285953.5544821,274371694.52862,283828025.538157
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,External,4949522.36548335,992722.206187699,4887993.93629799,5011050.7946687
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,Infectious,19708636.7340197,1477546.83755917,19617059.1150281,19800214.3530114
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Mortality,Non-infectious,10035624.3396281,1340275.42010383,9952554.73489807,10118693.9443581
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,External,95819014.2431661,31389630.1395085,93873500.5605317,97764527.9258006
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,Infectious,370033660.99262,98328021.0068819,363939339.096979,376127982.88826
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2020,Production loss,Non-infectious,293054853.035034,80100251.2308585,288090279.255111,298019426.814957
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,External,5196999.38501007,1042358.83672104,5132394.50212222,5261604.26789791
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,Infectious,20694071.5146988,1551417.58320619,20597915.4235887,20790227.6058089
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Mortality,Non-infectious,10537407.757967,1407292.86865106,10450184.4450682,10624631.0708657
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,External,100609964.955312,32959111.646103,98567175.5885692,102652754.322054
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Infectious,388535344.042223,103244422.055565,382136306.051904,394934382.032543
Cattle,Amhara,Periurban dairy,Juvenile,Juvenile,Overall,2021,Production loss,Non-infectious,307707595.686764,84105263.791118,302494793.217924,312920398.155604
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,External,6925268.36324561,1454978.315711,6835089.53002676,7015447.19646446
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,Infectious,20829690.8676669,1798746.84414649,20718205.4318293,20941176.3035044
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Mortality,Non-infectious,12361555.5370406,1677635.66936298,12257576.5116518,12465534.5624294
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Production loss,External,115995495.757539,32879559.3770629,113957637.000912,118033354.514165
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Production loss,Infectious,364632102.297616,78058300.0310717,359794087.638676,369470116.956555
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2017,Production loss,Non-infectious,326993132.33422,75167779.1758731,322334270.721963,331651993.946477
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Mortality,External,7271534.51723091,1527730.22899022,7176846.55656794,7366222.47789387
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Mortality,Infectious,21871183.9979435,1888701.56460396,21754123.2132187,21988244.7826682
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Mortality,Non-infectious,12979634.2233796,1761495.73158868,12870457.5929932,13088810.853766
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Production loss,External,121795270.544374,34523537.3233447,119655518.851315,123935022.237433
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Production loss,Infectious,382863707.409325,81961214.9423876,377783792.023031,387943622.795619
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2018,Production loss,Non-infectious,343342788.947345,78926168.0558993,338450984.259357,348234593.635333
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Mortality,External,7635113.97891547,1604119.77296317,7535691.43226506,7734536.52556588
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Mortality,Infectious,22964751.7847339,1983154.26803419,22841836.8683718,23087666.701096
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Mortality,Non-infectious,13628616.8440356,1849548.88989401,13513982.7226395,13743250.9654316
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Production loss,External,127885034.070601,36249714.1680155,125638294.794221,130131773.34698
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Production loss,Infectious,402006892.77677,86059275.6035663,396672981.626488,407340803.927052
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2019,Production loss,Non-infectious,360509928.391297,82872476.3836776,355373533.473559,365646323.309035
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Mortality,External,8016872.41368426,1684328.82749627,7912478.54967931,8121266.27768922
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Mortality,Infectious,24112997.9608639,2082329.84182001,23983936.1917059,24242059.7300218
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Mortality,Non-infectious,14310048.5957243,1942004.79465898,14189684.1032802,14430413.0881684
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Production loss,External,134279285.773186,38062199.8559434,131920209.534257,136638362.012116
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Production loss,Infectious,422107237.412732,90362239.3018964,416506630.710009,427707844.115455
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2020,Production loss,Non-infectious,378535424.807609,87016100.1314169,373142210.148412,383928639.466806
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,External,8417718.77019149,1768548.3665287,8308105.02099501,8527332.51938798
Cattle,Amhara,Periurban dairy,Sub-adult,Sub-adult,Overall,2021,Mortality,Infectious,25318656.4458003,2186464.41827419,25183140.4673246,25454172.424276
